category,Food Name,calories,protein,fat,carbohydrate,Food_Exchange
vegetables,"김치, 배추 김치, 봄 재배 ",39,2.22,0.67,5.95,50.4
vegetables,"김치, 배추 김치, 여름 재배",38,1.84,0.49,6.56,45.7
vegetables,"김치, 배추 김치, 가을 재배",37,1.85,0.54,6.1,49.2
vegetables,"김치, 백김치",16,0.95,0.07,3,100.0
vegetables,"김치, 열무 김치",32,2.4,0.29,4.99,60.1
vegetables,"김치, 열무 물김치",18,1.41,0.07,2.91,103.1
vegetables,"김치, 오이 소박이",37,1.76,0.37,6.66,45.0
vegetables,"김치, 유채 김치",62,3.5,0.8,10.1,29.7
vegetables,"김치, 유채 물김치",17,1,0.1,3,100.0
vegetables,"김치, 총각 김치",41,2.02,0.2,7.89,38.0
vegetables,"김치, 파 김치",49,2.5,0.58,8.51,35.3
vegetables,"김치, 얼갈이배추 김치",30,1.88,0.58,4.37,68.6
vegetables,"꼬깔나물, 말린것",285,24.3,4.7,52.2,5.7
vegetables,"꽃양배추, 생것",22,1.9,0.1,4.7,63.8
vegetables,"꽃양배추, 데친것",20,1.4,0.1,4.5,66.7
vegetables,"꿀풀(하고초), 생것",48,1.6,0.2,11.9,25.2
vegetables,"꿀풀(하고초), 말린것",309,8.2,4,71.6,4.2
vegetables,"날개콩, 미숙, 생것",36,1.9,0.2,6.5,46.2
vegetables,"냉이, 생것",41,4.23,0.27,8.06,37.2
vegetables,"냉이, 데친것",49,5.09,0.5,9.19,32.6
vegetables,"넘취, 생것",35,1.9,0.3,7.9,38.0
vegetables,"넘취, 데친것",29,1.6,0.2,6.6,45.5
vegetables,"녹색완두, 미숙, 생것",93,6.9,0.4,15.3,19.6
vegetables,"녹색완두, 미숙, 데친것",110,8.3,0.2,18.5,16.2
vegetables,"녹색완두, 미숙, 통조림",98,3.6,0.4,19.7,15.2
vegetables,"누룩치, 말린것",280,12.9,1.2,66.9,4.5
vegetables,"누룩치, 삶아서 말린것",290,15.3,1.4,67.4,4.5
vegetables,"누룩치, 잎, 생것",72,2.3,0.5,17.3,17.3
vegetables,"누룩치, 잎, 데친것",38,1.4,0.4,8.8,34.1
vegetables,"누룩치, 줄기, 생것",31,0.2,0.2,8.1,37.0
vegetables,"누룩치, 줄기, 데친것",25,0.2,0.1,6.6,45.5
vegetables,"누리장나무잎, 생것",65,4.5,1,12.7,23.6
vegetables,"는쟁이냉이, 생것",28,2.5,0.3,5.4,55.6
vegetables,"달래, 생것",28,1.9,0.22,6.1,49.2
vegetables,"당귀, 일당귀, 뿌리, 생것",70,0.6,1.2,15.3,19.6
vegetables,"당귀, 일당귀, 잎, 생것",43,3.2,0.4,8.8,34.1
vegetables,"당귀, 참당귀, 잎, 생것",39,2.6,0.7,7.4,40.5
vegetables,"당근, 뿌리, 생것",31,1.02,0.13,7.03,42.7
vegetables,"당근, 뿌리, 데친것",31,0.97,0.13,7.01,42.8
vegetables,"당근 주스, 캔",40,0.95,0.15,9.28,32.3
vegetables,당근 주스,38,0.44,0.09,10.03,29.9
vegetables,"더덕, 뿌리, 생것",89,1.91,0.13,21.52,13.9
vegetables,"더덕, 뿌리, 가루",339,11.19,0.77,78.4,3.8
vegetables,"도라지, 뿌리, 생것",56,1.7,0.11,13.08,22.9
vegetables,"도라지, 뿌리, 말린것",324,10.67,0.89,74.59,4.0
vegetables,"도라지, 뿌리, 가루",339,12.53,1.12,76.64,3.9
vegetables,"도라지, 뿌리, 데친것",49,1.48,0.14,11.35,26.4
vegetables,"돌나물, 생것",15,1.19,0.08,3.23,92.9
vegetables,"동아, 생것",12,1.1,0.1,2.4,125.0
vegetables,"동아, 데친것",16,0.6,0.1,3.7,81.1
vegetables,"두릅, 생것",33,4.13,0.22,5.89,50.9
vegetables,"두릅, 데친것",32,3.49,0.28,5.81,51.6
vegetables,"두릅, 잎, 생것",46,6.69,0.46,7.32,41.0
vegetables,"두릅, 잎, 데친것",41,5.53,0.51,6.44,46.6
vegetables,"두릅, 줄기, 생것",33,3.56,0.24,6.12,49.0
vegetables,"두릅, 줄기, 데친것",28,2.81,0.28,5.24,57.3
vegetables,"두릅, 땅두릅, 생것",25,2.4,0.22,4.79,62.6
vegetables,"두릅, 땅두릅, 데친것",24,2.3,0.25,4.56,65.8
vegetables,"두릅, 땅두릅, 잎, 생것",43,4.3,0.3,8.5,35.3
vegetables,"두릅, 땅두릅, 잎, 데친것",61,6.3,0.8,10.8,27.8
vegetables,"두릅, 땅두릅, 줄기, 생것",17,1.6,0.2,3.1,96.8
vegetables,"두릅, 땅두릅, 줄기, 데친것",16,1.5,0.1,3.3,90.9
vegetables,"둥글레, 잎, 생것",52,3.4,0.2,11.7,25.6
vegetables,"둥글레, 잎, 말린것",289,16.5,0.9,67.7,4.4
vegetables,"들깨, 싹, 생것",17,1.7,0.1,2.5,120.0
vegetables,"들깻잎, 생것",47,4.46,0.5,8.89,33.7
vegetables,"들깻잎, 데친것",32,3.93,0.6,4.8,62.5
vegetables,"들깻잎, 찐것",37,4.37,0.55,6.07,49.4
vegetables,"들깻잎장아찌, 통조림",76,4.7,1.7,10.4,28.8
vegetables,들깻잎장아찌,124,4.03,0.42,26,11.5
vegetables,"로카, 생것",17,2.6,0.2,2.5,120.0
vegetables,"루꼴라, 생것",25,2.58,0.66,3.65,82.2
vegetables,"리크, 생것",54,1.8,0.3,13.2,22.7
vegetables,"리크, 데친것",28,1.3,0.1,6.8,44.1
vegetables,"마늘, 구근, 생것",123,7.03,0.12,26.65,11.3
vegetables,"마늘, 구근, 말린것",333,16.3,0.7,73.3,4.1
vegetables,"마늘, 구근, 냉동",126,7.38,0.07,27.29,11.0
vegetables,"마늘, 구근, 동결건조",330,15.3,0.5,73.7,4.1
vegetables,"마늘, 구근, 데친것",133,7.84,0.13,28.59,10.5
vegetables,"마늘, 구근, 구운것",141,8.29,0.17,30.39,9.9
vegetables,"마늘, 난지형, 구근, 생것",148,8.6,0,32.2,9.3
vegetables,"마늘, 난지형, 구근, 데친것",47,3.3,0,9.9,30.3
vegetables,"마늘, 중국산, 구근, 생것",106,5.9,0.1,23.2,12.9
vegetables,"마늘, 한지형, 구근, 생것",124,7.88,0.19,26.22,11.4
vegetables,"마늘, 한지형, 구근, 데친것",127,8.25,0.14,26.77,11.2
vegetables,"마늘, 한지형, 구근, 구운것",184,11.8,0.27,38.82,7.7
vegetables,"마늘, 한지형, 구근, 볶은것",159,9.84,1.35,31.31,9.6
vegetables,"풋마늘, 잎줄기, 생것",29,1.9,0.17,7.33,40.9
vegetables,"풋마늘, 잎줄기, 데친것",30,1.82,0.29,7.28,41.2
vegetables,"마늘종, 꽃줄기, 생것",45,1.86,0.06,13.39,22.4
vegetables,"마늘종, 꽃줄기, 데친것",50,1.98,0.17,14.82,20.2
vegetables,마늘종 장아찌,118,1.96,0.14,27.34,11.0
vegetables,마늘 장아찌,113,2.43,0.16,25.36,11.8
vegetables,"마타리, 생것",45,2.1,0.1,10.9,27.5
vegetables,"머위, 생것",17,2.31,0.14,2.74,109.5
vegetables,"머위, 말린것",281,17.4,3.7,58.2,5.2
vegetables,"머위, 삶아서 말린것",278,26.73,4.67,48.62,6.2
vegetables,"머위, 삶은것",28,2.44,0.44,5.2,57.7
vegetables,"머위, 데친것",25,2.17,0.41,4.42,67.9
vegetables,"메밀, 싹, 생것",24,1.9,1.2,1.9,157.9
vegetables,"모링가(드럼스틱), 생것",66,4.21,1.38,12.43,24.1
vegetables,"모시풀, 잎, 생것",64,6.61,0.71,11.85,25.3
vegetables,"모시풀, 잎, 삶은것",49,6.09,1.02,7.24,41.4
vegetables,"모시풀, 잎, 서방종, 생것",51,4.4,1.36,8.13,36.9
vegetables,"무, 왜무, 생것",21,1.1,0.1,4.5,66.7
vegetables,"무, 조선무, 생것",15,0.63,0.09,3.36,89.3
vegetables,"무순, 싹, 생것",22,2.2,0.3,3.9,76.9
vegetables,"무청, 왜무 잎, 생것",22,2.3,0.7,2.9,103.4
vegetables,"무청, 조선무 잎, 생것",31,2.9,0.2,6.1,49.2
vegetables,"무시래기, 잎, 말린것, 삶은것",23,1.58,0.27,4.68,64.1
vegetables,무 절임,22,0.44,0.21,4.89,61.3
vegetables,"단무지, 염절임",12,0.36,0.05,2.42,124.0
vegetables,무국물,1,0,0,0.3,1000.0
vegetables,"무말랭이, 말린것",318,13.59,0.3,65.34,4.6
vegetables,무말랭이 무침,136,3.3,1,28.5,10.5
vegetables,"무장아찌, 뿌리",131,2.25,0.61,29.24,10.3
vegetables,"쌈무, 초절임",15,0.54,0.03,3.1,96.8
vegetables,"물강활, 말린것",289,19.6,2.5,61.6,4.9
vegetables,"물냉이, 생것",23,3.5,0.1,3.7,81.1
vegetables,"물쑥, 생것",36,5.4,0.3,5.6,53.6
vegetables,"물쑥, 데친것",47,1.9,0.1,11.7,25.6
vegetables,"미나리, 농축",120,0.36,0,33.48,9.0
vegetables,"미나리, 돌미나리(야생), 생것",21,2.2,0.2,3.8,78.9
vegetables,"미나리, 돌미나리(야생), 데친것",19,2.3,0.2,3.2,93.8
vegetables,"미나리, 물미나리, 생것",22,1.81,0.25,4.45,67.4
vegetables,"미나리, 물미나리, 데친것",25,2.04,0.32,4.82,62.2
vegetables,"미나리, 물미나리, 잎, 생것",30,2.84,0.4,5.62,53.4
vegetables,"미나리, 물미나리, 줄기, 생것",22,0.9,0.16,5.15,58.3
vegetables,"미니파프리카, 주황색, 생것",38,0.97,0.79,8.22,36.5
vegetables,"미니파프리카, 노란색, 생것",41,1.01,1.09,8.32,36.1
vegetables,"미니파프리카, 빨간색, 생것",41,1.07,0.94,8.49,35.3
vegetables,"민들레, 생것",29,2.44,0.44,5.48,54.7
vegetables,"민들레, 데친것",30,2.18,0.51,5.74,52.3
vegetables,"바젤라, 생것",13,0.7,0.2,2.6,115.4
vegetables,"바젤라, 데친것",15,0.9,0.2,3.2,93.8
vegetables,"바질, 개량종, 생것",46,2.6,0.6,9.7,30.9
vegetables,"바질, 재래종, 생것",47,2.3,0.5,10.4,28.8
vegetables,"박, 과육, 생것",21,0.5,0.1,5.2,57.7
vegetables,"박, 씨 포함, 생것",32,1,0.1,8,37.5
vegetables,"박고지, 말린것",268,7.6,0.4,69,4.3
vegetables,"박쥐나무, 잎, 생것",100,6.7,1.2,20.7,14.5
vegetables,"밥취나물, 말린것",282,21,4,55.2,5.4
vegetables,"방가지똥, 생것",46,2.5,0.4,10.3,29.1
vegetables,"방울다다기양배추, 생것",49,3.28,0.16,11.17,26.9
vegetables,"방울다다기양배추, 데친것",49,5.3,0.1,9.8,30.6
vegetables,"배암차즈기(곰보배추), 잎, 생것",25,1.73,0.62,4.5,66.7
vegetables,"배초향, 잎, 생것",55,4.87,0.46,11.13,27.0
vegetables,"배추, 생것",12,1.1,0,2.7,111.1
vegetables,"배추, 데친것",17,1.4,0,3.9,76.9
vegetables,"배추, 봄 재배, 생것",13,1.61,0.07,2.28,131.6
vegetables,"배추, 봄 재배, 삶은것",14,1.39,0.12,2.61,114.9
vegetables,"배추, 봄 재배, 염절임",15,1.63,0.09,2.89,103.8
vegetables,"배추, 여름 재배, 생것",17,0.9,0.02,3.99,75.2
vegetables,"배추, 여름 재배, 삶은것",17,0.85,0.23,3.53,85.0
vegetables,"배추, 여름 재배, 염절임",17,1.03,0.05,4.04,74.3
vegetables,"배추, 가을 재배, 생것",15,1.25,0.05,3.35,89.6
vegetables,"배추, 가을 재배, 삶은것",14,1.25,0.06,2.94,102.0
vegetables,"배추, 가을 재배, 염절임",18,1.35,0.06,3.9,76.9
vegetables,"배추, 싹, 생것",63,3.4,4.3,5.3,56.6
vegetables,"배추, 노랑봄배추(노지), 생것",13,1,0,3,100.0
vegetables,"배추, 노랑봄배추(노지), 데친것",17,1.2,0,3.9,76.9
vegetables,"배추, 노랑봄배추(노지), 염절임",16,1.1,0.1,3.6,83.3
vegetables,"배추, 노랑봄배추(하우스), 생것",12,1,0,2.6,115.4
vegetables,"배추, 노랑봄배추(하우스), 데친것",15,1,0,3.4,88.2
vegetables,"배추, 노랑봄배추(하우스), 염절임",15,1,0,3.4,88.2
vegetables,"배추, 봄동, 생것",23,2.02,0.17,4.78,62.8
vegetables,"배추, 봄동, 데친것",22,1.84,0.18,4.54,66.1
vegetables,"배추, 불암 3호(노지), 생것",23,0.9,0.1,5.7,52.6
vegetables,"배추, 불암 3호(노지), 데친것",33,1.3,0.1,8.2,36.6
vegetables,"배추, 불암 3호(노지), 염절임",30,1.2,0.1,7.4,40.5
vegetables,"배추, 불암 3호(하우스), 생것",13,1,0.1,2.8,107.1
vegetables,"배추, 불암 3호(하우스), 데친것",18,1.3,0.1,3.8,78.9
vegetables,"배추, 불암 3호(하우스), 염절임",18,1.1,0.1,4,75.0
vegetables,"배추, 여름배추, 생것",10,1,0,2.2,136.4
vegetables,"배추, 여름배추, 데친것",12,0.8,0.1,2.6,115.4
vegetables,"배추, 여름배추, 염절임",11,0.8,0.1,2.3,130.4
vegetables,"배추, 우거지, 말린것",278,14.38,3.89,58.92,5.1
vegetables,"배추, 우거지, 말린것, 삶은것",23,1.68,0.24,4.6,65.2
vegetables,"배추, 유기재배, 생것",14,1.1,0,3.2,93.8
vegetables,"백모근, 생것",138,1.1,0.3,34.6,8.7
vegetables,"백모근, 뿌리, 말린것",337,9,2,77,3.9
vegetables,"백모근, 잎, 말린것",314,22,3,66,4.5
vegetables,"백합, 뿌리, 생것",118,3.34,1.52,24.91,12.0
vegetables,"버드장이, 생것",38,4,0.1,7.6,39.5
vegetables,"보리, 순, 가루 ",314,26.6,4.8,58.5,5.1
vegetables,"보리, 쌀보리, 순, 생것",24,2,0.3,4.6,65.2
vegetables,"보리, 올보리, 순, 생것",66,3.1,1.1,13.9,21.6
vegetables,"보리, 큰알보리, 순, 생것",24,2.91,0.27,3.99,75.2
vegetables,"보리, 큰알보리, 순, 동결건조",283,28.3,3.39,51.96,5.8
vegetables,"뽕잎, 삶아서 말린것",279,26.22,2.98,53.22,5.6
vegetables,"뽕잎, 삶아서 말린것, 삶은것",51,5.9,0.55,8.92,33.6
vegetables,"뽕잎, 삶은것",48,4.86,0.53,9,33.3
vegetables,"뽕잎, 생것",65,6.28,0.5,12.82,23.4
vegetables,"부지갱이(섬쑥부쟁이), 생것",30,3.65,0.43,4.9,61.2
vegetables,"부지갱이(섬쑥부쟁이), 말린것",258,25.7,2,50,6.0
vegetables,"부지갱이(섬쑥부쟁이), 삶아서 말린것",296,25.09,2.88,59.07,5.1
vegetables,"부지갱이(섬쑥부쟁이), 삶아서 말린것, 삶은것",48,5.17,0.68,8.24,36.4
vegetables,"부지갱이(섬쑥부쟁이), 데친것",33,4,0.65,4.92,61.0
vegetables,"부추, 두메부추, 생것",46,1.2,0.1,11.9,25.2
vegetables,"부추, 산부추, 생것",41,3.5,0.1,8.8,34.1
vegetables,"부추, 재래종, 생것",22,1.8,0.3,4.1,73.2
vegetables,"부추, 재래종, 데친것",20,2.3,0.2,3.6,83.3
vegetables,"부추, 호부추, 생것",30,2.06,0.33,6.23,48.2
vegetables,"부추, 호부추, 데친것",32,2.37,0.35,6.42,46.7
vegetables,"브로콜리, 생것",32,3.08,0.2,6.32,47.5
vegetables,"브로콜리, 가루 ",284,17.5,3.9,58.4,5.1
vegetables,"브로콜리, 삶은것",27,3.5,0.4,4.3,69.8
vegetables,"브로콜리, 데친것",28,2.8,0.31,5.34,56.2
vegetables,"브로콜리, 싹, 생것",31,3.81,0.92,3.8,78.9
vegetables,"브로콜리, 잎, 생것",38,2.2,0.4,8.1,37.0
vegetables,"브로콜리, 잎, 말린것",258,15.4,2.8,55.3,5.4
vegetables,"브로콜리, 잎, 삶아서 말린것",271,17.4,1.8,59.8,5.0
vegetables,"비름, 생것",23,2.72,0.29,3.96,75.8
vegetables,"비름, 데친것",27,2.98,0.41,4.51,66.5
vegetables,"비타민채(다채), 생것",14,2.1,0.2,2,150.0
vegetables,"비타민채, 싹, 생것",54,3.1,3.3,5.4,55.6
vegetables,"비트, 뿌리, 생것",37,1.7,0,8.4,35.7
vegetables,"비트, 뿌리, 데친것",26,1.2,0,5.8,51.7
vegetables,"비트, 잎, 생것",16,2.2,0.1,2.8,107.1
vegetables,"비트, 잎, 데친것",15,2.3,0.2,2.2,136.4
vegetables,"비트, 적비트(홍무), 뿌리, 생것",34,0.1,0.3,8,37.5
vegetables,"비트 피클, 뿌리, 통조림",65,0.8,0.08,16.28,18.4
vegetables,"사탕무, 생것",77,1.8,0,18.7,16.0
vegetables,"사탕수수, 생것",77,1.1,0,20.9,14.4
vegetables,"산마늘, 생것",36,2.02,0.21,8.21,36.5
vegetables,"산마늘, 데친것",37,2.08,0.31,8.29,36.2
vegetables,"산마늘 장아찌, 초절임",51,2.39,0.68,11.13,27.0
vegetables,"삼나물, 말린것",293,22.8,2.2,61.3,4.9
vegetables,"삼붕냐와, 생것",27,1.62,1.09,3.84,78.1
vegetables,"삼채, 생것",23,1.55,0.13,4.99,60.1
vegetables,"삼채, 데친것",28,2.04,0.27,5.77,52.0
vegetables,"삼채, 뿌리, 생것",49,0.77,0.04,12.15,24.7
vegetables,"삼채, 잎, 생것",24,1.95,0.2,4.8,62.5
vegetables,"삼채, 줄기, 생것",19,0.78,0.09,4.65,64.5
vegetables,"삽주나물, 생것",52,5.3,1.3,7.9,38.0
vegetables,"상추, 뚝섬적출면, 생것",14,1.1,0.3,2.4,125.0
vegetables,"상추, 로메인, 생것",29,1.8,0.2,6.4,46.9
vegetables,"상추, 로메인, 청상추, 생것",23,1.78,0.32,4.59,65.4
vegetables,"상추, 로메인, 적상추, 생것",17,2.28,0.22,2.69,111.5
vegetables,"상추, 롤로로사, 생것",20,1.1,0.2,4.5,66.7
vegetables,"상추, 아담, 생것",9,0.9,0.2,1.3,230.8
vegetables,"상추, 아시아아이스퀸(청코스), 생것",24,1.8,0.6,4,75.0
vegetables,"상추, 유레이크, 생것",16,0.8,0.2,3.5,85.7
vegetables,"상추, 적상추, 생것",18,1.1,0.3,3.6,83.3
vegetables,"상추, 적하계, 생것",19,1.7,0.2,3.7,81.1
vegetables,"상추, 천상, 생것",17,1.2,0.3,3.2,93.8
vegetables,"상추, 풍성, 생것",10,0.6,0.1,2.1,142.9
vegetables,"상추, 반결구상추, 청상추, 생것",16,0.97,0.1,3.66,82.0
vegetables,"상추, 완전결구상추, 청상추, 생것",14,1.16,0.1,3.01,99.7
vegetables,"상추, 축면상추, 적상추, 생것",15,1.31,0.21,2.76,108.7
vegetables,"상추, 치마상추, 청상추, 생것",20,1.88,0.36,3.48,86.2
vegetables,"상추, 치마상추, 적상추, 생것",23,1.53,0.36,4.61,65.1
vegetables,"생강, 뿌리줄기, 생것",42,0.97,0.15,9.82,30.5
vegetables,"생강, 중국산, 뿌리줄기, 생것",38,1.3,0.3,8.4,35.7
vegetables,"생강 피클, 초절임",19,0.2,0.4,4.0,75.0
vegetables,"선인장, 보검선인장, 꽃, 생것",51,1.6,0.1,10.8,27.8
vegetables,"선인장, 보검선인장, 열매, 생것",83,0.97,0.19,19.35,15.5
vegetables,"선인장, 보검선인장, 줄기, 생것",34,1.03,0.12,7.15,42.0
vegetables,"선인장, 저단선인장, 열매, 생것",91,0.8,0.38,21,14.3
vegetables,"선인장, 저단선인장, 줄기, 생것",75,0.75,0.15,17.76,16.9
vegetables,"섬초롱, 생것",41,3,0.4,8.5,35.3
vegetables,"섬초롱, 데친것",34,2,0.2,7.6,39.5
vegetables,"세발나물, 생것",18,1.61,0.14,3.59,83.6
vegetables,"세발나물, 데친것",23,2.29,0.28,4.2,71.4
vegetables,"셀러리, 생것",17,1.04,0.07,3.95,75.9
vegetables,"셀러리, 데친것",17,1.1,0.12,3.81,78.7
vegetables,"소리쟁이, 뿌리, 말린것",317,7.9,0.9,74.9,4.0
vegetables,"소리쟁이, 잎, 말린것",259,21.7,2.2,52.6,5.7
vegetables,"솔장다리, 생것",31,1.9,0.3,6.8,44.1
vegetables,"쇠귀나물, 뿌리, 생것",126,6.3,0.1,26.6,11.3
vegetables,"쇠귀나물, 뿌리, 데친것",128,6.2,0.1,27.2,11.0
vegetables,"수리취(떡취), 생것",64,3.9,0.2,14.7,20.4
vegetables,"숙주나물, 생것",13,1.73,0.05,2.34,128.2
vegetables,"숙주나물, 데친것",12,2.2,0.2,1.4,214.3
vegetables,"숙주나물, 찐것",16,1.96,0.11,2.9,103.4
vegetables,"순무, 전체, 생것",27,1.5,0.09,5.65,53.1
vegetables,"순무, 전체, 데친것",28,1.32,0.09,6.04,49.7
vegetables,"순무, 뿌리, 생것",30,1.1,0.07,6.88,43.6
vegetables,"순무, 뿌리, 데친것",33,1.28,0.09,7.51,39.9
vegetables,"순무, 염절임",23,1,0.2,4.9,61.2
vegetables,"순무, 잎, 생것",21,2.05,0.17,4.14,72.5
vegetables,"순무, 잎, 데친것",20,1.58,0.18,4.17,71.9
vegetables,"순무, 잎, 염절임",29,2.3,0.2,6,50.0
vegetables,"스테비아, 생것",40,2.4,0.32,8.71,34.4
vegetables,"스테비아, 말린것",303,14.2,2,70.5,4.3
vegetables,"시금치, 생것",33,3.1,0.5,6,50.0
vegetables,"시금치, 데친것",23,3.4,0.1,3.8,78.9
vegetables,"시금치, 노지, 생것",29,4.15,0.43,4.37,68.6
vegetables,"시금치, 노지, 데친것",37,4.78,0.79,5.2,57.7
vegetables,"시금치, 포항초, 생것",35,3.56,0.46,6.17,48.6
vegetables,"시금치, 포항초, 데친것",34,4.19,0.63,5.17,58.0
vegetables,"시금치, 하우스, 생것",27,2.6,0.33,5.1,58.8
vegetables,"시금치, 하우스, 데친것",32,3.01,0.49,5.82,51.5
vegetables,"시금치, 섬초, 생것",24,3.11,0.34,3.72,80.6
vegetables,"시금치, 섬초, 데친것",32,4.12,0.55,4.81,62.4
vegetables,"신선초(명일엽), 생것",24,1.08,0.14,5.66,53.0
vegetables,"쌈추, 생것",25,3.07,0.23,4.29,69.9
vegetables,"쌈추, 싸미나, 생것",20,2.7,0.3,3,100.0
vegetables,"쌈추, 홍쌈추, 생것",24,3.54,0.27,3.57,84.0
vegetables,"쑥, 생것",37,3.4,0.38,7.04,42.6
vegetables,"쑥, 말린것",272,25.8,2.05,53.8,5.6
vegetables,"쑥, 데친것",39,3.71,0.63,6.79,44.2
vegetables,"쑥, 사자발쑥, 생것",56,2.6,0.5,12.7,23.6
vegetables,"쑥, 사자발쑥, 데친것",55,1.9,0.3,13.3,22.6
vegetables,"쑥갓, 생것",15,1.93,0.17,2.35,127.7
vegetables,"쑥갓, 데친것",21,2.1,0.3,3.8,78.9
vegetables,"쑥부쟁이, 생것",26,2.92,0.72,3.53,85.0
vegetables,"씀바귀, 생것",43,2.9,0.4,9.2,32.6
vegetables,"씀바귀, 데친것",31,2.6,0.2,6.3,47.6
vegetables,"씀바귀, 뿌리, 생것",71,2.54,0.13,16.24,18.5
vegetables,"아스파라거스, 생것",15,1.9,0.1,2.8,107.1
vegetables,"아스파라거스, 데친것",23,3.1,0.1,4.2,71.4
vegetables,"아스파라거스, 통조림",14,1.1,0.1,3,100.0
vegetables,"아스파라거스, 그린아스파라거스, 생것",15,2,0.1,2.6,115.4
vegetables,"아스파라거스, 하얀색, 생것",21,1.85,0.53,3.51,85.5
vegetables,"아욱, 생것",37,3.08,0.31,7.64,39.3
vegetables,"아욱, 데친것",31,3.52,0.49,5.2,57.7
vegetables,"아이비카, 닥풀, 말린것",260,27.7,4.4,43.7,6.9
vegetables,"아주까리, 순, 말린것",287,36.8,3.1,48,6.3
vegetables,"아주까리, 잎, 생것",82,5.8,0.5,17.8,16.9
vegetables,"아티초크, 생것",47,3.27,0.15,10.51,28.5
vegetables,"아티초크, 삶은것",53,2.89,0.34,11.95,25.1
vegetables,"아티초크, 냉동",38,2.63,0.43,7.75,38.7
vegetables,"아티초크, 냉동, 삶은것",45,3.11,0.5,9.18,32.7
vegetables,"알로에, 과육, 생것",3,0.1,0,0.7,428.6
vegetables,알로에 음료,40,0,0,11.09,27.1
vegetables,"알팔파, 싹, 생것",21,3.53,0.2,3.14,95.5
vegetables,"양배추, 생것",33,1.68,0.08,7.92,37.9
vegetables,"양배추, 데친것",32,1.71,0.12,7.56,39.7
vegetables,"양배추, 찐것",32,1.68,0.12,7.41,40.5
vegetables,"양배추, 적양배추, 생것",41,2.13,0.21,9.53,31.5
vegetables,"양배추, 적양배추, 싹, 생것",39,3.38,1.77,4.6,65.2
vegetables,"양배추 샐러드, 코울슬로",153,0.95,9.91,14.89,20.1
vegetables,"양상추, 생것",18,0.6,0,4.6,65.2
vegetables,"양상추, 적양상추, 생것",18,1.51,0.22,3.49,86.0
vegetables,"양파, 생것",27,0.95,0.04,6.68,44.9
vegetables,"양파, 말린것",340,11.7,1,78,3.8
